StudentID,Cryogenic Physics,Evolutionary Dynamics,Dark Energy,Stellar Chemistry,Sublight Propulsion Systems,Transdimensional Navigation,Neural Computation,Plasma Physics,Crystalline Geology,Pulsar Spectroscopy,Propulsion Systems,Radiation Shielding,Atmospheric Chemistry,Warp Field Theory,Plasmawave Analysis,Exoplanet Climatology,Astrology,Magnetosphere Modeling,Graviton Dynamics,Xyloprax Computation,Mineral Extraction,Synthetic Atmospheres,Quantum Fluids,Nanostructures Fabrication,Photonic Computing,Orbital Mechanics,Neutrino Engineering,Astrogeophysics,Genomic Engineering,Particle Isolation,Nuclear Synthesis,Xenorobotics Systems,Cartographic Topologies,Exotic Matter,Plasma Containment,Bioluminal Signals
2282,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,9.0,6.0,7.0,9.0,6.0,7.0,6.0,8.0,7.0,9.0,7.0,6.0,8.0,6.0
2283,8.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,9.0,10.0,7.0,9.0,9.0,9.0,10.0,8.0,9.0,10.0,8.0,7.0,9.0,10.0,7.0,10.0
2284,9.0,7.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,9.0,9.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0
2285,7.0,8.0,8.0,10.0,9.0,10.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,9.0,7.0,8.0,7.0,9.0,10.0,8.0,8.0,9.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,10.0,7.0,7.0,9.0,6.0,7.0,8.0
2286,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,9.0,9.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,9.0,7.0,8.0,8.0,9.0,8.0,7.0
2287,6.0,7.0,7.0,9.0,7.0,7.0,8.0,7.0,6.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,9.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,8.0,9.0,8.0,7.0,6.0
2288,7.0,9.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0
2289,7.0,7.0,7.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0,8.0,10.0,7.0,8.0,9.0,8.0,6.0,7.0,7.0,8.0,9.0,7.0,7.0,8.0,6.0
2290,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0
2291,7.0,7.0,7.0,6.0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,9.0,7.0,7.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,6.0
2292,8.0,7.0,8.0,10.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,8.0,8.0,8.0,10.0,10.0,8.0,10.0,9.0,8.0
2293,8.0,8.0,8.0,9.0,9.0,9.0,6.0,8.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,9.0,7.0,7.0,9.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,9.0,6.0,6.0,8.0,6.0,6.0,8.0
2294,7.0,6.0,6.0,8.0,8.0,10.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0
2295,8.0,7.0,8.0,8.0,9.0,7.0,7.0,7.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,8.0,6.0,8.0,8.0,8.0,9.0,7.0,7.0,8.0,6.0,6.0,8.0,8.0,7.0,8.0
2296,7.0,6.0,6.0,9.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0
2297,8.0,7.0,6.0,6.0,6.0,8.0,9.0,6.0,7.0,10.0,10.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,9.0,6.0,6.0,7.0,6.0,7.0,8.0,10.0,6.0,7.0
2298,6.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,7.0,6.0,7.0,9.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,6.0
2299,7.0,7.0,8.0,7.0,9.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,8.0,6.0,6.0,8.0,7.0,6.0,7.0
2300,6.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,9.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0
2301,7.0,7.0,9.0,6.0,9.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0
2302,6.0,7.0,7.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0
2303,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0
2304,7.0,7.0,7.0,9.0,7.0,8.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,9.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,8.0,7.0
2305,6.0,9.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,7.0,7.0
2306,9.0,8.0,8.0,9.0,10.0,10.0,6.0,8.0,8.0,6.0,6.0,6.0,8.0,9.0,8.0,8.0,7.0,9.0,10.0,8.0,7.0,9.0,6.0,7.0,8.0,8.0,8.0,7.0,8.0,10.0,6.0,6.0,9.0,6.0,6.0,8.0
2307,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,9.0,8.0,9.0,9.0,9.0,7.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,9.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,8.0,7.0
2308,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0
2309,7.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0
2310,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,8.0,6.0,7.0,7.0,9.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0
2311,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0
2312,9.0,9.0,9.0,10.0,10.0,10.0,7.0,9.0,8.0,7.0,7.0,8.0,8.0,10.0,9.0,9.0,7.0,9.0,10.0,9.0,9.0,10.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,7.0,8.0,9.0,8.0,7.0,10.0
2313,7.0,6.0,6.0,8.0,6.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0
2314,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2315,7.0,6.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0
2316,6.0,6.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,9.0,6.0,6.0,7.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,8.0,6.0
2317,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,10.0,10.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,6.0,10.0,8.0,7.0,9.0,8.0,6.0,6.0,6.0,8.0,9.0,7.0,8.0,8.0,6.0
2318,8.0,7.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,9.0,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,6.0,8.0
2319,6.0,6.0,7.0,8.0,6.0,7.0,9.0,7.0,7.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,7.0,8.0
2320,6.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,9.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0
2321,6.0,7.0,6.0,9.0,7.0,8.0,6.0,7.0,8.0,6.0,6.0,9.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0
2322,7.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,9.0,9.0,9.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,6.0,8.0
2323,9.0,8.0,10.0,9.0,10.0,8.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,8.0,9.0,7.0,9.0,9.0,10.0,10.0,8.0,8.0,10.0,7.0,7.0,9.0,9.0,8.0,9.0
2324,8.0,8.0,9.0,10.0,9.0,10.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,9.0,8.0,8.0,7.0,8.0,10.0,9.0,8.0,10.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,7.0,8.0,9.0,8.0,7.0,8.0
2325,7.0,7.0,7.0,9.0,8.0,7.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,8.0,7.0,7.0,8.0,9.0,9.0,7.0,6.0,8.0,7.0,6.0,7.0,8.0,7.0,8.0
2326,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0
2327,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
2328,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,9.0,8.0,7.0
2329,8.0,10.0,10.0,6.0,10.0,9.0,6.0,8.0,7.0,6.0,6.0,6.0,8.0,10.0,6.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,6.0,9.0,8.0,6.0,6.0,8.0,9.0,10.0,8.0,9.0,9.0,6.0,8.0,8.0
2330,7.0,8.0,6.0,8.0,7.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,9.0,7.0,6.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,8.0,8.0,7.0,7.0,6.0
2331,6.0,7.0,8.0,9.0,9.0,6.0,7.0,6.0,6.0,9.0,9.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,6.0,7.0,9.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,9.0,7.0,6.0
2332,8.0,8.0,8.0,8.0,9.0,9.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,9.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,6.0,7.0
2333,7.0,7.0,8.0,9.0,8.0,7.0,8.0,7.0,7.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,9.0,9.0,6.0,7.0,7.0,7.0,8.0,7.0,9.0,7.0,7.0
2334,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,6.0,7.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,6.0
2335,7.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,6.0,7.0,7.0,7.0,9.0,6.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0
2336,7.0,6.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0
2337,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,9.0,8.0,6.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,8.0,9.0,7.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0
2338,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0
2339,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0
2340,9.0,9.0,9.0,10.0,9.0,10.0,8.0,9.0,9.0,8.0,7.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,10.0,8.0,9.0,10.0,9.0,8.0,8.0,10.0,8.0,8.0,9.0,10.0,9.0,9.0,10.0,8.0,8.0,9.0
2341,6.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,9.0,9.0,7.0,6.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0
2342,7.0,7.0,6.0,10.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,9.0,7.0,8.0,9.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0
2343,6.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
2344,6.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0
2345,6.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0
2346,6.0,6.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0
2347,7.0,6.0,8.0,9.0,7.0,9.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0,9.0,7.0,8.0,8.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0
2348,7.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,9.0,7.0,7.0,8.0,9.0,7.0,8.0,10.0,8.0,8.0,7.0,9.0,8.0,8.0,8.0,8.0,7.0,7.0
2349,6.0,8.0,6.0,6.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0
2350,7.0,7.0,7.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0
2351,8.0,6.0,8.0,9.0,10.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,8.0,8.0,9.0,7.0,7.0,9.0,6.0,6.0,7.0,8.0,6.0,9.0
2352,9.0,8.0,8.0,10.0,7.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,9.0,10.0,7.0,8.0,9.0,10.0,8.0,8.0,10.0,9.0,7.0,8.0,9.0,9.0,9.0,9.0,7.0,8.0,8.0
2353,7.0,7.0,9.0,9.0,8.0,8.0,10.0,8.0,8.0,10.0,10.0,9.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,9.0,9.0,7.0,7.0,7.0,8.0,8.0,8.0,10.0,8.0,7.0
2354,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0
2355,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0
2356,6.0,7.0,9.0,6.0,6.0,6.0,8.0,7.0,6.0,9.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,6.0
2357,8.0,7.0,7.0,9.0,8.0,9.0,6.0,7.0,8.0,7.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,8.0,10.0,6.0,6.0,9.0,8.0,7.0,8.0,9.0,7.0,7.0,7.0,9.0,7.0,7.0,8.0,6.0,7.0,8.0
2358,7.0,7.0,6.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,8.0,9.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0
2359,7.0,8.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,6.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,9.0,6.0,6.0,8.0,6.0,6.0,7.0
2360,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,6.0,6.0
2361,6.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,6.0,9.0,8.0,6.0,6.0,8.0,6.0,6.0,6.0,9.0,7.0,8.0,10.0,8.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,7.0,6.0
2362,7.0,6.0,7.0,8.0,6.0,9.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0
2363,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,6.0,6.0,7.0,8.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0
2364,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,9.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,8.0,6.0,7.0
2365,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,10.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,9.0,9.0,6.0,6.0,7.0,6.0
2366,8.0,7.0,9.0,10.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0
2367,6.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,6.0,7.0,6.0
2368,8.0,6.0,7.0,10.0,6.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,9.0,6.0,7.0,7.0,9.0,7.0,8.0,9.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0
2369,7.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0
2370,7.0,8.0,6.0,9.0,7.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,9.0,7.0,6.0,8.0,8.0,7.0,8.0,9.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0
2371,6.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,6.0,6.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0
2372,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,6.0
2373,8.0,8.0,7.0,9.0,8.0,10.0,7.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,9.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,9.0,7.0,8.0,9.0,6.0,6.0,7.0
