StudentID,Cryogenic Physics,Evolutionary Dynamics,Dark Energy,Stellar Chemistry,Sublight Propulsion Systems,Transdimensional Navigation,Neural Computation,Plasma Physics,Crystalline Geology,Pulsar Spectroscopy,Propulsion Systems,Radiation Shielding,Atmospheric Chemistry,Warp Field Theory,Plasmawave Analysis,Exoplanet Climatology,Astrology,Magnetosphere Modeling,Graviton Dynamics,Xyloprax Computation,Mineral Extraction,Synthetic Atmospheres,Quantum Fluids,Nanostructures Fabrication,Photonic Computing,Orbital Mechanics,Neutrino Engineering,Astrogeophysics,Genomic Engineering,Particle Isolation,Nuclear Synthesis,Xenorobotics Systems,Cartographic Topologies,Exotic Matter,Plasma Containment,Bioluminal Signals
3282,8,8,8,10,7,9,10,9,9,10,10,9,9,9,9,8,8,9,10,8,9,8,10,9,9,10,10,7,8,7,10,10,9,10,9,7
3283,8,7,8,10,7,9,8,9,9,9,9,8,9,9,8,8,6,8,9,7,7,9,9,8,9,10,9,8,7,9,8,9,8,8,8,8
3284,8,7,9,9,9,9,7,9,8,8,8,7,8,9,7,7,7,7,9,8,8,9,8,8,7,8,9,6,7,9,7,7,8,7,7,8
3285,8,9,8,9,8,9,7,8,8,9,8,8,9,9,9,9,6,9,9,7,7,9,10,9,9,10,9,9,7,9,9,9,9,8,8,8
3286,7,9,7,9,8,9,8,8,7,8,8,8,8,9,8,8,6,8,9,7,7,8,9,8,8,10,8,7,7,8,8,9,8,8,8,7
3287,7,9,9,7,10,8,7,7,6,8,8,9,6,8,8,8,8,8,9,9,8,8,7,7,7,8,8,7,8,8,7,7,9,8,7,6
3288,6,7,7,8,8,7,6,6,6,6,6,6,6,7,6,6,6,7,8,7,6,8,7,6,6,7,6,6,7,9,6,6,7,6,6,7
3289,8,8,9,9,8,10,7,8,8,7,7,7,8,9,6,6,8,9,10,9,9,9,8,8,6,8,8,6,8,9,7,8,9,7,7,7
3290,6,7,6,8,8,6,7,7,6,8,9,7,7,7,9,9,6,6,7,7,6,6,7,8,9,9,9,7,6,8,7,7,7,9,7,7
3291,8,6,6,7,6,6,6,6,6,7,7,6,8,6,6,6,6,6,7,6,6,6,6,6,6,7,6,8,8,6,6,6,7,6,6,8
3292,7,6,6,9,6,8,6,8,7,6,6,6,7,6,6,6,7,8,7,6,7,6,6,7,6,7,8,6,7,7,6,6,7,8,6,7
3293,8,7,8,6,6,8,6,8,8,7,8,6,7,8,6,8,7,8,6,6,8,8,6,8,8,6,6,7,8,9,6,6,8,6,6,8
3294,8,8,8,10,7,8,10,8,10,10,10,9,9,8,9,8,6,8,9,8,7,8,10,8,9,10,8,7,7,7,9,10,8,9,9,6
3295,6,7,7,7,7,7,6,6,6,6,6,6,6,8,6,6,6,7,9,6,7,8,6,7,6,6,6,6,6,8,6,7,7,6,6,6
3296,7,6,7,9,6,8,6,7,7,6,6,6,7,7,6,6,6,7,8,6,6,8,7,6,6,6,6,6,6,8,6,7,7,6,7,6
3297,8,8,8,8,10,8,6,7,6,6,6,7,7,9,8,7,6,8,9,8,7,9,6,7,7,7,8,7,7,10,7,6,8,6,6,9
3298,7,6,6,8,8,7,7,6,7,6,7,6,7,7,6,8,6,6,6,7,6,7,6,6,7,8,8,6,6,8,7,6,6,7,6,8
3299,6,7,6,7,7,8,7,6,6,6,6,7,6,7,6,7,6,8,8,6,6,7,6,7,6,7,6,6,6,8,6,7,8,6,6,6
3300,8,6,8,10,8,9,8,9,8,8,8,7,9,7,8,9,7,7,7,7,6,8,8,8,9,10,9,8,7,8,8,8,8,8,7,8
3301,6,7,6,7,7,6,7,6,6,7,8,6,6,6,7,6,6,6,6,6,6,6,7,7,7,7,8,6,6,6,7,6,6,7,6,6
3302,8,7,8,10,7,9,8,8,8,8,7,7,7,8,6,6,6,7,10,7,8,8,7,7,6,8,8,6,8,8,7,7,7,6,6,6
3303,6,8,8,8,8,9,8,7,6,9,9,9,6,8,7,7,8,8,10,9,9,9,7,8,7,7,8,6,7,8,7,9,9,7,7,6
3304,8,7,7,8,9,8,6,7,7,6,6,7,8,8,8,8,7,7,9,6,6,9,7,7,8,8,8,7,7,9,6,6,8,7,6,8
3305,6,6,6,7,7,7,6,6,6,6,6,6,6,6,8,7,6,6,8,6,6,6,7,6,6,6,7,6,6,6,6,7,6,7,6,6
3306,7,7,8,8,9,6,6,7,6,7,8,7,7,7,7,7,6,6,6,7,6,8,6,6,6,7,9,6,6,7,6,8,6,8,6,8
3307,7,7,6,6,7,6,6,6,6,7,7,7,6,6,7,7,6,6,7,6,6,6,6,6,6,7,6,6,6,7,6,7,7,7,6,6
3308,8,9,9,9,10,8,10,8,8,9,10,9,8,9,9,9,8,8,9,9,9,9,8,9,8,9,10,8,7,8,8,8,9,10,8,8
3309,7,7,6,7,6,6,6,6,6,7,8,6,6,6,6,6,6,8,7,7,6,6,6,6,7,7,7,7,8,6,6,6,6,7,6,6
3310,6,6,6,6,8,6,6,6,7,6,6,6,7,6,6,6,6,6,6,7,6,6,7,6,6,6,8,6,6,6,7,7,6,6,6,6
3311,8,7,7,9,8,8,9,8,7,9,9,7,8,8,8,8,6,7,8,7,7,8,9,8,8,10,9,7,7,8,8,8,8,9,8,7
3312,6,6,6,7,6,6,6,6,6,7,8,7,6,6,6,8,6,6,7,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6
3313,6,7,7,6,7,9,6,7,7,6,7,6,6,7,6,7,6,8,6,6,7,8,6,6,6,6,6,6,7,8,6,6,7,6,6,6
3314,6,6,6,9,6,8,7,7,8,8,8,7,8,6,7,7,6,6,8,8,6,7,9,6,7,9,8,6,6,7,8,9,7,7,7,6
3315,6,6,8,6,6,7,7,6,6,8,7,6,6,6,7,7,7,6,6,6,8,7,7,6,6,7,6,6,6,7,6,6,6,7,6,6
3316,7,7,6,8,6,7,6,7,7,7,6,6,7,7,8,9,6,7,8,6,6,7,8,7,8,9,7,6,6,8,7,8,7,7,6,7
3317,7,9,9,8,10,8,8,8,7,9,9,9,8,9,10,10,9,8,9,10,8,9,7,9,8,9,9,8,8,9,7,7,9,10,8,8
3318,7,7,7,8,7,7,8,7,7,8,8,7,7,7,8,9,6,6,7,7,6,7,8,7,9,10,8,7,7,7,8,8,7,8,7,7
3319,7,7,6,6,7,6,6,6,7,7,7,7,7,7,6,6,7,6,7,8,6,6,6,6,6,7,7,6,6,7,6,6,6,8,6,7
3320,7,9,9,9,8,9,8,8,8,9,8,9,7,9,7,7,8,8,10,9,9,8,8,8,7,7,7,6,8,7,7,8,8,8,8,6
3321,6,9,8,7,9,8,6,6,6,7,7,8,6,9,9,9,7,9,9,8,7,9,9,9,9,9,7,7,7,10,7,8,9,8,7,7
3322,6,6,6,8,6,6,6,6,7,6,6,6,6,6,7,7,6,6,7,6,7,6,7,7,6,7,6,6,7,6,6,6,6,7,6,6
3323,8,6,8,10,8,8,8,8,8,8,8,6,9,8,7,7,6,7,8,7,7,8,7,7,8,8,9,6,7,8,6,7,7,7,7,8
3324,6,6,6,6,7,6,6,6,6,7,7,7,6,6,6,6,8,6,6,6,6,6,8,6,6,8,6,8,6,7,7,8,6,6,6,6
3325,7,7,8,7,10,7,6,6,7,6,6,6,7,8,6,7,7,7,7,8,7,8,8,7,6,6,8,6,7,9,8,8,7,7,7,7
3326,7,6,7,8,8,7,7,7,7,7,7,6,7,7,6,7,6,6,7,7,6,7,6,6,7,8,8,6,6,6,6,6,7,8,6,7
3327,7,7,9,6,6,6,6,6,7,6,6,6,6,6,7,7,8,6,6,6,9,6,7,7,7,7,6,6,8,7,6,7,7,6,6,6
3328,6,8,10,7,10,6,6,9,6,7,7,6,6,10,6,6,8,9,6,10,10,10,6,8,6,7,6,8,9,10,6,6,9,6,7,9
3329,7,9,7,9,7,8,7,7,8,8,8,8,7,8,8,8,6,8,9,7,7,8,9,8,8,9,8,7,7,9,8,9,9,8,8,7
3330,6,7,7,7,8,7,7,6,6,7,8,7,6,7,7,7,6,6,7,8,7,7,6,7,6,8,7,6,6,7,6,7,7,7,7,6
3331,7,6,7,7,9,6,6,6,6,6,7,6,6,7,6,8,6,6,6,7,6,7,6,7,6,7,8,7,7,8,6,6,6,7,6,8
3332,7,7,7,9,7,7,7,8,8,8,7,7,8,7,7,6,7,6,7,6,7,7,8,6,7,8,8,6,6,7,6,7,7,7,6,7
3333,6,7,6,8,6,7,8,6,6,8,8,7,6,6,6,6,6,6,6,6,6,7,9,8,6,6,6,7,6,7,8,9,6,8,7,6
3334,7,6,6,8,7,7,7,6,6,8,8,7,7,6,7,7,7,6,6,7,6,7,6,6,7,7,6,6,6,8,7,7,6,9,7,7
3335,7,10,9,9,9,10,10,8,8,10,10,9,7,9,8,8,9,9,10,10,10,9,9,9,8,9,9,7,8,8,8,10,9,9,9,7
3336,8,9,8,10,8,9,8,8,8,8,7,8,7,9,7,7,7,8,10,8,8,8,8,7,8,8,7,7,7,9,7,8,9,7,7,7
3337,8,6,7,9,9,8,7,7,7,6,6,6,9,8,7,7,6,7,8,7,7,8,6,7,8,8,8,7,7,9,6,6,8,7,6,8
3338,6,8,6,7,6,8,9,6,6,6,8,7,7,7,7,8,6,6,8,7,6,7,7,7,7,7,7,6,6,7,6,7,6,6,6,6
3339,7,6,7,6,7,7,6,7,7,6,6,7,7,6,7,7,6,6,7,6,6,7,7,6,6,6,6,6,6,7,6,7,6,6,6,7
3340,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,7,6,7,6,6,7,7,6,6,6,7,6,6,6,6,7,6,6,6,6
3341,7,6,6,7,6,6,6,6,6,6,7,7,6,6,6,6,8,6,7,6,6,6,7,6,6,7,6,7,7,6,7,7,6,6,6,7
3342,7,9,7,9,7,9,8,7,8,8,8,9,7,8,7,8,7,8,9,8,8,8,9,9,8,9,7,7,7,9,8,9,9,7,8,6
3343,8,7,8,10,8,8,8,8,9,9,8,7,9,8,8,7,6,6,8,7,7,8,8,8,8,9,9,7,7,7,7,8,8,8,8,8
3344,7,7,8,8,7,7,10,8,7,10,10,8,7,7,8,8,7,6,7,7,7,6,9,7,8,9,9,6,6,6,8,8,8,9,8,6
3345,6,6,6,7,8,7,6,7,6,6,7,6,6,7,6,8,7,6,6,6,6,7,6,7,6,7,7,6,6,8,6,6,6,6,6,7
3346,6,7,6,8,7,7,6,6,6,7,6,7,7,7,8,8,6,6,7,6,6,7,8,8,8,9,7,6,6,8,7,7,7,7,6,7
3347,8,7,8,9,7,8,9,8,8,10,10,8,8,8,9,8,7,7,8,8,7,7,9,9,9,10,9,7,7,7,9,10,8,9,9,7
3348,8,7,8,8,10,7,8,8,7,7,8,8,8,8,8,8,7,7,7,9,8,9,6,7,7,8,9,8,7,8,6,6,8,8,6,9
3349,7,9,8,8,8,10,7,8,7,7,6,9,7,9,8,8,7,8,10,8,8,9,7,8,7,9,7,7,9,9,7,8,9,7,7,7
3350,6,7,9,7,6,6,6,6,6,8,7,7,7,6,9,8,7,6,7,6,8,6,9,7,9,10,7,6,6,7,8,8,8,7,7,6
3351,7,6,7,9,7,8,7,7,7,6,7,6,7,8,7,7,6,7,8,6,6,8,8,6,8,8,7,6,6,8,7,8,7,6,6,7
3352,6,7,8,7,9,6,8,7,6,9,9,9,6,8,9,8,8,6,7,9,7,7,7,8,8,9,8,7,7,7,7,7,8,9,8,7
3353,7,7,8,10,7,8,9,8,8,9,9,7,8,7,8,7,6,7,8,7,7,8,9,7,7,9,9,7,8,7,7,8,7,8,8,7
3354,7,6,9,8,9,7,7,7,7,6,6,7,6,8,6,6,7,7,8,8,8,8,8,6,8,6,7,6,7,7,8,8,7,7,6,7
3355,6,7,7,7,9,8,6,7,6,6,6,6,7,8,7,8,6,7,8,8,7,9,8,8,6,6,7,7,7,9,7,6,8,6,6,7
3356,8,6,6,6,6,9,8,9,9,9,6,6,9,6,7,8,6,7,6,6,6,8,10,7,9,10,9,7,7,8,8,8,6,6,7,8
3357,7,8,7,8,9,8,6,7,6,6,6,6,6,8,6,7,6,8,9,7,7,8,7,7,6,7,7,7,6,9,6,6,7,6,6,7
3358,6,6,6,7,7,6,7,7,6,8,9,7,6,6,8,7,6,6,6,7,6,6,7,6,7,8,8,6,7,6,7,7,7,8,7,6
3359,6,9,6,6,6,6,7,6,6,8,6,6,6,6,6,6,6,8,6,6,7,6,7,6,6,6,6,8,6,6,6,6,6,6,6,7
3360,6,7,7,6,7,6,6,6,7,6,6,6,6,7,6,6,6,6,8,8,7,7,8,7,6,6,6,6,6,7,8,6,8,7,6,6
3361,6,6,6,6,6,7,7,6,7,7,7,6,6,6,6,6,6,6,8,6,6,7,7,6,6,7,6,6,6,6,7,8,6,6,6,6
3362,7,7,8,8,9,8,7,6,6,6,7,6,6,8,6,6,7,7,8,8,7,8,8,6,6,6,8,6,7,8,7,8,7,7,6,7
3363,6,7,6,7,7,6,7,6,7,7,8,7,6,8,8,8,6,7,7,7,6,7,7,7,7,8,7,6,6,7,6,7,7,7,7,6
3364,8,8,9,10,10,9,7,8,8,7,8,8,8,9,8,9,7,8,9,9,8,9,7,9,8,8,9,8,8,9,7,7,9,7,7,8
3365,7,9,7,8,8,9,6,7,7,7,7,8,7,9,8,9,7,9,10,8,7,8,8,9,8,9,7,7,8,9,7,9,9,7,7,7
3366,7,6,7,7,8,6,7,7,6,8,8,7,7,7,7,7,6,6,6,7,6,6,6,7,7,8,9,6,6,6,6,6,6,8,6,7
3367,7,6,9,6,6,8,6,6,6,6,6,6,6,6,7,7,7,6,6,8,9,6,7,6,7,6,7,6,6,6,7,6,6,6,6,6
3368,7,8,7,9,7,7,7,8,8,7,7,6,7,6,9,6,6,6,7,7,7,7,6,6,6,7,8,8,6,6,6,6,6,6,6,6
3369,6,8,7,8,6,7,7,7,7,8,8,8,7,8,8,8,6,7,9,7,6,7,9,8,8,9,6,6,6,8,8,9,8,8,7,6
3370,9,7,9,10,10,8,9,9,8,9,10,8,9,8,9,10,7,7,7,9,7,9,7,9,9,10,10,8,8,9,7,6,8,10,7,10
3371,9,6,8,6,6,6,8,8,9,6,6,6,10,6,6,6,6,7,6,6,7,6,6,6,6,7,6,7,8,6,6,6,6,6,7,7
3372,6,7,6,8,8,8,9,6,6,10,10,6,6,7,6,7,9,7,8,6,6,9,6,6,6,7,6,6,6,9,8,6,8,10,9,7
3373,6,6,6,8,8,6,8,7,6,8,8,7,6,7,7,7,6,6,6,7,6,6,6,7,7,8,8,6,6,6,6,6,6,8,6,6
3374,6,7,6,8,6,7,6,6,7,7,7,7,7,6,8,8,7,7,8,6,6,7,8,7,8,9,7,6,6,8,7,7,8,7,7,6
3375,8,6,8,9,7,7,9,8,8,9,10,8,9,8,8,8,6,6,8,7,7,7,9,8,8,10,9,7,7,6,8,8,8,9,8,7
3376,7,8,8,8,10,9,6,7,6,6,6,7,6,9,7,8,6,8,8,8,7,9,6,7,7,7,8,7,8,9,6,6,8,7,6,8
3377,7,9,9,8,8,8,9,8,8,10,10,10,7,8,8,8,9,8,10,9,9,8,10,9,7,9,8,7,8,7,8,9,9,9,9,6
3378,7,7,6,7,7,7,7,7,7,6,7,7,7,6,7,7,6,6,7,8,6,7,6,7,7,7,8,7,6,7,6,6,6,8,6,9
3379,7,8,9,8,9,9,7,7,7,6,6,7,6,8,7,7,7,8,9,8,8,9,6,7,6,7,8,7,8,9,7,6,8,6,6,7
3380,7,6,6,8,7,6,7,7,6,7,7,6,6,6,6,6,6,6,7,6,6,6,7,6,7,8,8,7,6,7,6,6,6,6,6,7
3381,6,6,7,7,8,7,7,6,6,7,7,6,6,7,6,6,6,7,8,6,6,8,9,6,6,6,6,6,6,9,8,8,7,8,7,7
3382,6,8,8,7,8,6,8,7,6,6,6,8,6,8,7,6,7,7,6,8,8,7,6,7,6,7,6,6,6,6,7,6,8,8,7,6
3383,6,6,6,7,7,6,7,6,6,7,8,6,6,7,9,8,6,6,6,7,6,6,6,7,8,8,7,7,6,7,7,6,7,8,6,7
3384,7,6,6,6,8,6,9,6,6,6,6,6,6,6,6,6,7,6,6,6,8,6,6,6,6,7,6,6,7,7,6,6,6,6,7,6
3385,7,7,6,6,7,7,6,6,8,6,6,6,9,7,6,6,6,6,8,7,7,6,6,6,9,6,6,7,6,6,8,6,6,6,6,8
3386,6,6,7,6,6,6,7,6,6,7,7,7,6,6,7,6,6,6,7,8,7,6,6,6,6,6,7,6,6,7,6,6,6,7,6,6
3387,8,7,10,9,10,9,8,8,8,8,8,8,8,9,7,8,8,9,9,9,9,9,7,8,7,8,9,8,8,9,6,7,8,8,7,9
3388,6,6,6,8,7,6,6,6,6,7,6,6,6,7,8,7,8,6,6,6,8,6,7,7,7,8,8,6,6,6,6,6,6,6,6,6
3389,6,6,6,8,6,7,8,7,7,10,9,7,7,6,7,6,6,6,8,6,7,6,9,7,7,8,8,6,6,6,7,8,7,8,8,6
3390,6,7,7,7,7,7,6,7,7,7,6,7,7,8,7,7,6,7,9,7,7,8,7,6,7,8,7,6,6,8,7,7,8,6,7,6
3391,7,8,9,6,8,8,6,8,7,7,7,6,7,8,9,8,8,7,8,6,9,8,6,9,8,6,6,7,8,7,6,6,8,6,6,7
3392,9,9,9,10,10,9,9,8,8,9,9,9,8,10,9,9,8,9,10,9,9,9,8,9,9,9,10,8,9,9,8,8,10,8,8,9
3393,7,6,6,8,7,8,7,7,6,6,7,7,7,7,7,7,6,7,8,6,6,7,7,7,7,8,7,6,6,7,6,7,7,7,6,6
3394,6,6,6,7,7,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,6,8,6
3395,9,8,10,10,9,10,10,9,9,10,10,9,9,9,8,8,9,8,10,10,9,9,9,8,8,9,9,7,8,9,8,8,9,9,8,8
3396,8,8,8,10,7,9,7,8,8,7,7,8,8,8,7,7,7,9,10,8,8,9,9,8,8,8,8,7,8,9,7,8,9,7,8,7
3397,6,6,7,7,6,6,7,6,6,7,7,7,6,6,7,6,6,6,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7
3398,9,9,10,10,9,10,9,9,10,9,9,8,9,9,8,8,8,9,10,8,9,10,9,8,9,9,9,7,9,10,8,9,9,9,8,9
3399,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6
3400,6,7,6,8,6,9,6,7,7,6,6,7,7,8,6,7,6,8,10,6,7,8,7,7,7,8,7,6,7,8,6,7,8,6,6,6
3401,9,8,10,10,6,9,9,8,8,6,6,6,8,6,6,6,9,8,10,6,8,10,7,6,8,9,6,8,9,10,7,7,6,6,8,9
3402,8,9,10,9,10,9,10,9,8,10,10,10,7,9,7,7,9,9,10,10,10,9,9,8,7,8,8,7,8,8,8,9,9,10,9,6
3403,7,6,7,7,6,7,6,8,8,6,6,6,6,6,8,7,6,6,6,6,6,6,7,6,6,8,6,6,6,6,6,6,6,6,6,6
3404,6,7,6,7,6,6,7,6,6,6,7,8,6,8,9,9,6,8,8,7,7,8,6,8,6,7,7,8,7,9,8,8,8,6,8,6
3405,7,7,8,8,8,8,9,8,7,9,10,8,7,8,7,7,7,8,9,9,9,8,8,8,7,8,8,6,7,7,8,8,8,8,8,6
3406,7,7,7,9,7,10,6,7,7,6,6,6,7,8,6,6,6,8,10,6,7,9,6,6,6,6,6,7,7,9,8,7,8,7,6,6
3407,7,7,6,8,8,8,6,7,7,6,6,7,7,8,8,8,6,8,8,7,6,8,7,8,8,9,8,8,7,9,7,7,8,7,7,7
3408,7,7,7,8,8,8,7,7,7,9,8,8,7,7,7,7,7,7,10,8,7,8,8,7,7,8,7,6,7,7,7,8,9,8,8,6
3409,6,6,6,6,6,7,6,6,6,7,7,7,6,6,6,6,9,6,8,6,6,6,8,6,6,7,6,8,6,7,6,7,7,6,6,8
3410,7,6,7,7,7,6,7,7,6,7,8,6,6,6,7,7,7,6,6,6,6,6,6,6,7,7,8,6,6,6,6,6,6,7,6,6
3411,8,8,9,10,9,9,10,9,9,9,10,9,9,9,7,7,8,8,9,9,9,9,8,8,7,8,9,7,8,9,8,9,8,8,7,8
3412,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,7,6,7,6,7,6,6,6,8,8,6,6,6,6,6,7,6,6
3413,8,8,7,9,9,8,6,7,7,7,7,8,8,8,9,9,6,8,9,8,6,8,7,8,8,9,8,8,7,10,7,8,8,8,7,8
3414,7,7,7,9,7,7,8,7,7,8,9,8,8,7,8,9,6,7,9,7,6,7,9,8,9,10,9,7,6,7,9,9,8,9,8,7
3415,8,7,9,9,10,9,9,8,8,9,9,8,8,9,8,8,8,8,8,9,8,9,6,8,7,8,10,7,8,9,6,6,8,8,7,9
3416,6,6,6,7,6,7,8,6,6,9,9,8,6,6,7,6,7,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,8,8,6
3417,6,7,6,7,6,7,6,6,6,6,6,6,6,6,8,8,6,6,7,6,6,6,7,7,8,8,6,6,6,8,7,7,7,7,6,6
3418,7,7,8,9,7,9,6,7,7,7,6,6,7,8,7,6,6,7,9,7,7,8,8,6,6,8,7,6,7,8,6,7,7,6,6,6
3419,6,6,7,7,7,6,8,7,6,7,8,7,6,7,7,7,6,6,7,7,6,7,7,7,7,8,8,6,6,7,7,6,7,8,6,7
3420,8,8,8,9,10,9,7,7,6,6,6,7,7,9,7,8,7,8,8,9,8,9,6,8,7,7,9,7,8,10,6,6,8,8,6,9
3421,6,7,6,7,9,8,6,6,6,6,6,7,6,8,7,7,7,8,6,7,6,8,6,7,7,6,6,7,6,9,6,6,8,6,8,7
3422,8,8,7,9,8,8,7,8,7,8,8,8,8,8,8,8,6,8,9,8,7,9,8,8,8,9,8,7,8,9,8,8,8,7,7,7
3423,7,7,7,9,7,8,8,8,8,9,9,8,8,8,8,8,6,7,9,8,7,8,9,8,8,9,8,7,8,7,8,9,8,8,8,7
3424,6,8,7,6,8,7,6,6,6,6,6,8,6,7,7,7,6,7,8,8,7,8,6,7,6,7,7,6,7,8,6,7,8,7,6,6
3425,7,6,7,9,8,8,7,7,7,7,7,6,7,7,6,7,6,7,7,7,7,8,6,7,7,8,8,6,7,8,6,7,7,6,6,7
3426,6,6,6,6,7,6,6,6,6,6,6,7,6,7,8,7,6,6,7,6,6,7,6,7,7,7,7,6,6,7,6,6,7,7,6,6
3427,7,6,9,8,8,8,8,8,7,9,9,8,7,7,6,7,7,7,8,8,8,7,7,7,6,8,9,6,7,7,6,6,7,9,6,7
3428,6,6,7,8,8,7,6,7,6,7,7,7,6,7,7,7,6,6,7,7,6,8,6,7,7,7,7,6,6,7,6,6,7,7,6,7
3429,6,7,6,8,7,7,7,7,6,9,8,7,6,7,7,6,6,6,8,7,7,7,8,7,6,8,7,8,6,6,7,8,6,7,7,8
3430,7,8,7,9,7,8,8,8,7,8,8,8,8,8,8,8,6,8,9,8,7,8,10,8,8,9,8,7,7,7,9,9,8,9,8,7
3431,6,8,7,6,9,7,6,6,6,6,6,7,6,8,7,7,6,7,8,8,7,8,6,7,7,7,7,6,6,8,6,6,8,7,6,6
3432,8,7,9,10,9,9,8,9,7,8,8,7,7,9,6,7,7,8,9,8,8,9,7,7,6,8,8,6,8,9,6,6,8,7,6,8
3433,6,7,6,7,6,7,7,6,6,8,8,7,7,7,6,6,6,7,9,7,7,7,7,6,6,7,6,8,6,6,7,8,7,6,6,7
3434,8,6,7,8,9,7,7,8,7,7,8,7,8,8,8,8,6,7,7,7,6,8,7,7,8,8,9,7,7,9,6,7,7,7,6,7
3435,6,6,6,6,6,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,7,6,6,6,8,8,6,7,6,7
3436,7,7,8,9,8,7,9,8,7,10,10,8,7,7,8,8,7,6,7,8,7,7,8,7,8,9,9,6,6,6,7,7,7,9,8,7
3437,8,7,8,10,7,7,9,8,8,9,9,7,8,8,8,8,6,7,9,7,7,8,9,7,8,10,9,6,7,8,8,8,8,9,7,8
3438,7,6,7,9,7,7,7,7,7,7,8,6,8,7,7,7,6,6,7,6,6,7,7,6,7,9,8,6,6,7,7,7,7,7,7,7
3439,6,7,6,9,7,6,6,6,7,7,7,7,7,6,9,9,7,6,7,6,6,7,9,8,10,10,8,7,6,8,8,8,8,8,7,7
3440,6,8,6,6,7,8,9,8,7,10,10,9,7,6,8,8,8,8,10,6,9,6,9,8,7,9,6,6,8,6,8,8,8,6,9,6
3441,7,7,6,6,6,6,6,6,6,7,7,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6
3442,8,7,9,9,6,9,7,8,7,7,6,8,8,8,6,6,7,8,8,9,8,9,6,8,7,6,6,7,8,9,6,6,8,6,6,8
3443,6,7,6,7,8,8,6,6,6,7,7,6,6,7,6,6,6,6,7,6,7,8,6,6,6,6,6,6,7,8,6,6,7,7,6,6
3444,8,9,7,10,8,9,8,8,8,8,7,7,8,8,7,8,6,9,10,7,8,9,9,7,8,9,8,7,8,9,8,9,9,7,8,7
3445,8,8,8,10,9,9,7,8,8,7,8,8,8,9,7,8,6,8,9,7,7,10,8,9,9,9,8,7,8,10,8,8,9,8,8,8
3446,9,6,9,10,9,9,9,9,9,9,9,8,9,8,7,8,7,8,9,8,8,9,9,7,8,9,10,7,7,8,8,8,8,8,8,8
3447,7,8,8,8,10,9,6,7,7,7,7,7,7,9,8,9,7,8,9,9,8,9,6,8,8,8,8,7,8,10,7,6,9,7,7,8
3448,7,6,7,9,7,8,7,7,8,7,7,6,8,7,7,7,7,6,7,6,6,7,7,6,8,8,8,6,6,8,6,7,7,7,6,7
3449,7,7,7,8,8,8,6,7,6,7,6,7,7,8,8,8,6,7,9,6,6,8,7,8,8,9,8,7,7,9,7,7,8,7,6,8
3450,7,6,7,8,8,7,6,7,7,6,7,6,7,7,7,8,7,6,8,7,6,8,7,6,7,7,8,6,6,7,6,6,7,7,6,7
3451,7,7,8,9,8,8,8,8,8,9,9,9,7,8,8,8,7,7,8,8,7,7,8,8,8,9,8,7,7,7,7,8,7,9,8,7
3452,7,7,6,9,7,7,7,7,7,8,8,7,8,8,10,10,6,7,8,7,7,7,9,8,10,10,8,9,7,9,8,9,8,9,8,8
3453,9,9,10,9,10,9,9,9,7,9,9,9,8,10,8,8,9,8,10,10,10,9,6,9,7,8,9,8,9,9,7,7,9,9,7,9
3454,8,7,9,9,9,9,7,8,7,7,7,7,7,8,6,6,7,8,9,8,9,9,6,7,6,7,8,6,8,9,6,7,7,7,6,7
3455,8,8,8,10,9,9,7,8,8,6,6,7,9,9,8,9,6,8,9,8,6,9,7,7,8,8,8,8,8,10,7,8,8,7,7,8
3456,6,6,6,7,6,6,7,6,6,8,7,7,7,6,8,8,6,6,7,6,8,6,8,7,8,10,8,6,6,6,8,7,7,8,7,6
3457,6,6,6,7,7,6,7,6,6,8,9,8,6,6,8,8,6,6,7,7,6,7,7,7,7,8,8,6,6,6,6,7,7,8,7,6
3458,6,7,6,8,6,7,6,6,7,6,7,6,6,6,6,7,6,6,7,6,6,7,6,6,6,7,6,6,6,6,6,6,6,6,6,8
3459,6,7,6,6,7,7,6,6,7,6,6,6,6,7,7,7,6,7,8,6,6,7,6,7,6,7,7,6,6,8,6,6,7,6,7,6
3460,6,6,6,7,6,6,6,6,6,6,6,7,7,6,7,6,6,7,6,6,6,6,6,7,7,6,6,7,7,6,6,8,7,6,6,6
3461,6,7,7,8,8,7,7,7,6,8,8,8,7,7,8,8,6,7,7,8,6,7,7,7,8,9,8,7,7,7,7,7,8,8,6,7
3462,8,6,6,6,7,6,6,6,8,6,6,7,8,7,6,6,6,6,7,7,6,6,6,6,6,6,6,7,6,6,6,6,7,7,6,6
