StudentID,Cryogenic Physics,Evolutionary Dynamics,Dark Energy,Stellar Chemistry,Sublight Propulsion Systems,Transdimensional Navigation,Neural Computation,Plasma Physics,Crystalline Geology,Pulsar Spectroscopy,Propulsion Systems,Radiation Shielding,Atmospheric Chemistry,Warp Field Theory,Plasmawave Analysis,Exoplanet Climatology,Astrology,Magnetosphere Modeling,Graviton Dynamics,Xyloprax Computation,Mineral Extraction,Synthetic Atmospheres,Quantum Fluids,Nanostructures Fabrication,Photonic Computing,Orbital Mechanics,Neutrino Engineering,Astrogeophysics,Genomic Engineering,Particle Isolation,Nuclear Synthesis,Xenorobotics Systems,Cartographic Topologies,Exotic Matter,Plasma Containment,Bioluminal Signals
312476,NG,NG,6,7,NG,NG,NG,7,6,8,NG,7,NG,6,8,7,5,5,7,7,NG,NG,8,NG,NG,9,8,NG,6,NG,8,7,NG,8,NG,NG
312221,NG,NG,8,10,NG,NG,NG,8,9,10,NG,8,NG,8,7,7,7,7,9,7,NG,NG,9,NG,NG,9,8,NG,7,NG,8,9,NG,8,NG,NG
311869,NG,NG,8,7,NG,NG,NG,7,5,9,NG,8,NG,7,8,8,6,6,7,9,NG,NG,6,NG,NG,8,8,NG,6,NG,7,6,NG,8,NG,NG
313688,6,NG,6,8,6,7,7,6,6,7,7,6,NG,6,6,5,5,6,7,6,6,6,7,5,NG,6,6,NG,6,NG,6,6,NG,6,NG,5
312740,7,7,7,7,9,7,6,6,6,7,7,6,NG,7,8,8,6,7,7,7,6,7,6,6,NG,7,8,NG,6,8,6,6,NG,8,6,7
313236,5,5,6,7,NG,6,6,6,6,7,6,6,NG,6,6,6,5,5,6,6,5,6,7,6,NG,7,7,NG,6,NG,6,6,NG,7,NG,5
311153,NG,NG,NG,NG,NG,NG,NG,7,NG,6,NG,NG,NG,NG,8,NG,NG,NG,9,9,NG,NG,6,NG,NG,NG,NG,NG,7,NG,NG,6,NG,NG,NG,NG
310364,NG,NG,NG,NG,NG,NG,NG,6,NG,6,NG,NG,NG,NG,6,NG,NG,NG,8,6,NG,NG,6,NG,NG,NG,NG,NG,6,NG,NG,6,NG,NG,NG,NG
310942,NG,NG,NG,NG,NG,NG,NG,8,NG,9,NG,NG,NG,NG,7,NG,NG,NG,9,9,NG,NG,8,NG,NG,NG,NG,NG,7,NG,NG,9,NG,NG,NG,NG
312433,NG,NG,5,7,NG,NG,NG,6,7,7,NG,6,NG,6,6,5,5,6,8,6,NG,NG,7,NG,NG,7,6,NG,6,NG,6,8,NG,6,NG,NG
310331,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,7,NG,NG,NG,7,8,NG,NG,NG,NG,NG,NG,NG,NG,7,NG,NG,5,NG,NG,NG,NG
310712,NG,NG,NG,NG,NG,NG,NG,8,NG,9,NG,NG,NG,NG,7,NG,NG,NG,10,7,NG,NG,9,NG,NG,NG,NG,NG,7,NG,NG,8,NG,NG,NG,NG
311941,NG,NG,7,8,NG,NG,NG,7,6,8,NG,8,NG,8,8,7,7,7,7,8,NG,NG,7,NG,NG,8,7,NG,7,NG,6,7,NG,8,NG,NG
313169,7,7,7,10,7,9,8,9,8,9,9,8,NG,8,8,7,6,8,10,7,7,8,10,7,NG,10,8,NG,8,8,8,8,NG,7,8,7
312168,NG,NG,8,8,NG,NG,NG,8,8,9,NG,8,NG,7,6,6,7,7,8,8,NG,NG,7,NG,NG,7,8,NG,7,NG,7,7,NG,7,NG,NG
311371,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,7,NG,NG,NG,8,5,NG,NG,9,NG,NG,NG,NG,NG,5,NG,NG,7,NG,NG,NG,NG
311703,NG,NG,8,9,NG,NG,NG,9,8,8,NG,8,NG,9,7,8,7,8,10,8,NG,NG,8,NG,NG,8,7,NG,8,NG,7,9,NG,7,NG,NG
312488,NG,NG,6,7,NG,NG,NG,7,NG,7,NG,6,NG,6,8,8,5,6,6,7,NG,NG,NG,NG,NG,8,8,NG,6,NG,5,5,NG,8,NG,NG
312119,NG,NG,8,8,NG,NG,NG,7,7,9,NG,7,NG,8,9,9,5,6,7,7,NG,NG,7,NG,NG,9,10,NG,7,NG,7,6,NG,9,NG,NG
312768,7,8,8,8,10,9,7,8,6,7,8,8,NG,9,8,8,7,8,9,9,8,9,6,8,NG,7,8,NG,8,10,6,7,NG,7,7,7
311906,NG,NG,8,8,NG,NG,NG,7,7,7,NG,7,NG,8,4,NG,6,7,9,7,NG,NG,5,NG,NG,5,7,NG,7,NG,NG,6,NG,6,NG,NG
311509,NG,NG,NG,NG,NG,NG,NG,6,NG,8,NG,NG,NG,NG,7,NG,NG,NG,6,7,NG,NG,6,NG,NG,NG,NG,NG,6,NG,NG,6,NG,NG,NG,NG
312940,7,7,7,7,9,8,6,7,6,6,7,6,NG,8,6,7,6,7,8,7,7,8,6,6,NG,7,7,NG,6,8,6,6,NG,7,5,8
311997,NG,NG,8,8,NG,NG,NG,8,7,6,NG,7,NG,9,8,8,6,9,9,8,NG,NG,6,NG,NG,8,8,NG,8,NG,7,7,NG,7,NG,NG
311400,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,6,7,NG,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,4,NG,NG,NG,NG
311477,NG,NG,NG,NG,NG,NG,NG,8,NG,7,NG,NG,NG,NG,8,NG,NG,NG,10,8,NG,NG,7,NG,NG,NG,NG,NG,8,NG,NG,7,NG,NG,NG,NG
313615,6,NG,6,7,NG,4,NG,6,5,6,NG,5,NG,5,6,6,4,4,6,6,NG,NG,6,5,NG,7,7,NG,4,NG,5,6,NG,6,NG,NG
311271,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,7,4,NG,NG,5,NG,NG,NG,NG,NG,5,NG,NG,6,NG,NG,NG,NG
312907,4,7,6,6,5,6,5,6,6,7,6,7,NG,6,6,6,5,7,8,6,6,7,6,6,NG,6,6,NG,6,6,6,7,NG,6,NG,5
311534,NG,NG,NG,NG,NG,NG,NG,7,NG,8,NG,NG,NG,NG,9,NG,NG,NG,5,7,NG,NG,8,NG,NG,NG,NG,NG,6,NG,NG,6,NG,NG,NG,NG
311319,NG,NG,NG,NG,NG,NG,NG,7,NG,8,NG,NG,NG,NG,7,NG,NG,NG,6,7,NG,NG,7,NG,NG,NG,NG,NG,6,NG,NG,6,NG,NG,NG,NG
310877,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,6,NG,NG,NG,6,6,NG,NG,6,NG,NG,NG,NG,NG,5,NG,NG,6,NG,NG,NG,NG
312165,NG,NG,9,10,NG,NG,NG,9,9,9,NG,9,NG,9,10,10,7,8,9,8,NG,NG,9,NG,NG,10,9,NG,8,NG,9,9,NG,10,NG,NG
310194,NG,NG,NG,NG,NG,NG,NG,6,NG,9,NG,NG,NG,NG,7,NG,NG,NG,6,6,NG,NG,8,NG,NG,NG,NG,NG,5,NG,NG,7,NG,NG,NG,NG
310607,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,8,NG,NG,NG,7,6,NG,NG,8,NG,NG,NG,NG,NG,6,NG,NG,8,NG,NG,NG,NG
310871,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,7,NG,NG,NG,5,6,NG,NG,NG,NG,NG,NG,NG,NG,4,NG,NG,5,NG,NG,NG,NG
312588,NG,NG,6,7,NG,NG,NG,6,6,5,NG,5,NG,8,7,7,4,NG,8,6,NG,NG,6,NG,NG,7,7,NG,6,NG,6,6,NG,5,NG,NG
310531,NG,NG,NG,NG,NG,NG,NG,9,NG,9,NG,NG,NG,NG,8,NG,NG,NG,10,9,NG,NG,9,NG,NG,NG,NG,NG,9,NG,NG,10,NG,NG,NG,NG
311744,NG,NG,9,9,NG,NG,NG,8,7,8,NG,8,NG,9,7,8,9,8,9,10,NG,NG,7,NG,NG,8,9,NG,8,NG,7,7,NG,9,NG,NG
312470,NG,NG,8,7,NG,NG,NG,6,6,7,NG,7,NG,7,4,5,7,6,9,8,NG,NG,6,NG,NG,6,6,NG,6,NG,NG,7,NG,6,NG,NG
312554,NG,NG,5,7,NG,NG,NG,6,6,8,NG,6,NG,5,6,NG,4,5,7,5,NG,NG,8,NG,NG,8,7,NG,4,NG,7,7,NG,7,NG,NG
313558,7,7,7,9,7,8,6,7,7,7,7,7,NG,8,8,8,4,7,8,7,6,8,8,7,NG,9,8,NG,7,9,7,8,NG,7,NG,7
313723,8,8,9,9,10,9,7,8,7,7,7,7,NG,9,6,7,8,8,9,8,9,9,6,7,NG,7,8,NG,8,9,6,6,NG,8,6,9
312373,NG,NG,6,9,NG,NG,NG,7,7,7,NG,7,NG,7,7,8,5,6,7,6,NG,NG,10,NG,NG,10,8,NG,6,NG,8,9,NG,7,NG,NG
313004,8,NG,8,8,NG,8,NG,7,NG,6,NG,7,NG,8,7,8,6,6,7,8,NG,8,NG,7,NG,7,8,NG,7,NG,6,5,NG,8,NG,NG
311074,NG,NG,NG,NG,NG,NG,NG,10,NG,10,NG,NG,NG,NG,9,NG,NG,NG,9,9,NG,NG,9,NG,NG,NG,NG,NG,8,NG,NG,9,NG,NG,NG,NG
313149,6,NG,6,8,NG,6,NG,6,6,6,NG,5,NG,6,6,7,3,5,6,6,NG,NG,6,6,NG,7,7,NG,5,NG,6,6,NG,6,NG,NG
312972,5,NG,6,7,NG,5,NG,5,5,NG,NG,6,NG,6,7,7,4,5,6,5,NG,NG,7,6,NG,8,NG,NG,5,NG,6,6,NG,6,NG,NG
312366,NG,NG,6,8,NG,NG,NG,7,8,7,NG,8,NG,8,7,8,6,8,9,8,NG,NG,8,NG,NG,9,7,NG,7,NG,7,8,NG,7,NG,NG
311725,NG,NG,5,7,NG,NG,NG,6,6,6,NG,5,NG,6,5,5,4,NG,8,4,NG,NG,6,NG,NG,7,5,NG,5,NG,NG,6,NG,5,NG,NG
312854,7,7,7,8,8,7,7,6,7,7,7,6,NG,7,7,7,6,6,7,7,7,7,7,7,NG,7,7,NG,6,8,6,6,NG,7,6,7
310703,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,6,5,NG,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,5,NG,NG,NG,NG
311328,NG,NG,NG,NG,NG,NG,NG,9,NG,9,NG,NG,NG,NG,9,NG,NG,NG,10,9,NG,NG,10,NG,NG,NG,NG,NG,9,NG,NG,10,NG,NG,NG,NG
313213,5,NG,6,6,NG,5,NG,5,NG,NG,NG,5,NG,6,6,6,4,4,5,6,NG,NG,NG,5,NG,6,NG,NG,5,NG,4,4,NG,6,NG,NG
312834,6,6,6,9,6,7,6,7,7,7,7,6,NG,7,6,6,5,7,8,6,6,7,7,6,NG,8,6,NG,6,7,6,7,NG,6,NG,5
311213,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,7,NG,NG,NG,7,5,NG,NG,7,NG,NG,NG,NG,NG,5,NG,NG,8,NG,NG,NG,NG
313144,6,7,6,8,6,8,5,7,6,6,6,6,NG,7,7,6,4,7,8,6,5,7,7,6,NG,7,6,NG,6,8,6,6,NG,6,NG,6
312968,7,8,9,8,10,8,7,7,6,7,8,8,NG,9,8,8,8,8,8,10,8,8,6,8,NG,7,8,NG,8,8,6,7,NG,8,6,7
310244,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,6,7,NG,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,5,NG,NG,NG,NG
312323,NG,NG,9,8,NG,NG,NG,7,7,7,NG,7,NG,9,6,6,7,8,8,9,NG,NG,5,NG,NG,6,8,NG,8,NG,4,6,NG,7,NG,NG
311618,NG,NG,7,8,NG,NG,NG,6,7,6,NG,6,NG,7,6,6,5,6,8,7,NG,NG,6,NG,NG,7,6,NG,7,NG,5,6,NG,6,NG,NG
311262,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,7,7,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,3,NG,NG,NG,NG
310228,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,7,NG,NG,NG,8,6,NG,NG,9,NG,NG,NG,NG,NG,7,NG,NG,8,NG,NG,NG,NG
310802,NG,NG,NG,NG,NG,NG,NG,8,NG,9,NG,NG,NG,NG,8,NG,NG,NG,9,8,NG,NG,9,NG,NG,NG,NG,NG,7,NG,NG,8,NG,NG,NG,NG
312903,6,9,8,8,9,8,7,7,6,8,7,8,NG,9,8,8,7,8,9,9,8,8,7,8,NG,8,8,NG,7,9,7,8,NG,7,7,8
311554,NG,NG,8,8,NG,NG,NG,8,8,8,NG,9,NG,9,7,7,8,9,10,9,NG,NG,9,NG,NG,8,7,NG,8,NG,8,9,NG,8,NG,NG
310409,NG,NG,NG,NG,NG,NG,NG,6,NG,6,NG,NG,NG,NG,NG,NG,NG,NG,6,5,NG,NG,NG,NG,NG,NG,NG,NG,4,NG,NG,5,NG,NG,NG,NG
312104,NG,NG,6,9,NG,NG,NG,6,7,6,NG,5,NG,6,4,5,4,NG,7,4,NG,NG,7,NG,NG,7,7,NG,6,NG,NG,7,NG,5,NG,NG
311576,NG,NG,8,9,NG,NG,NG,7,7,9,NG,8,NG,8,9,8,6,7,7,8,NG,NG,9,NG,NG,9,9,NG,7,NG,8,7,NG,9,NG,NG
310200,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,9,NG,NG,NG,7,7,NG,NG,8,NG,NG,NG,NG,NG,7,NG,NG,7,NG,NG,NG,NG
311143,NG,NG,NG,NG,NG,NG,NG,7,NG,5,NG,NG,NG,NG,7,NG,NG,NG,8,7,NG,NG,6,NG,NG,NG,NG,NG,6,NG,NG,6,NG,NG,NG,NG
312372,NG,NG,9,9,NG,NG,NG,8,8,8,NG,10,NG,10,9,9,8,9,10,9,NG,NG,9,NG,NG,10,9,NG,8,NG,9,10,NG,8,NG,NG
312637,NG,NG,8,9,NG,NG,NG,7,7,6,NG,7,NG,8,7,7,7,8,8,8,NG,NG,5,NG,NG,7,8,NG,8,NG,5,6,NG,7,NG,NG
312051,NG,NG,7,9,NG,NG,NG,8,7,8,NG,7,NG,7,7,8,6,7,7,7,NG,NG,8,NG,NG,8,9,NG,7,NG,7,7,NG,9,NG,NG
311311,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,7,NG,NG,NG,8,7,NG,NG,8,NG,NG,NG,NG,NG,6,NG,NG,8,NG,NG,NG,NG
311826,NG,NG,6,8,NG,NG,NG,7,7,9,NG,7,NG,7,7,6,5,6,7,6,NG,NG,8,NG,NG,8,8,NG,6,NG,NG,8,NG,7,NG,NG
311378,NG,NG,NG,NG,NG,NG,NG,6,NG,6,NG,NG,NG,NG,5,NG,NG,NG,7,7,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,5,NG,NG,NG,NG
313764,6,NG,6,6,NG,5,NG,6,NG,6,NG,5,NG,6,5,6,4,4,6,6,NG,NG,NG,5,NG,6,7,NG,4,NG,NG,5,NG,6,NG,NG
311810,NG,NG,8,9,NG,NG,NG,8,7,8,NG,8,NG,8,6,6,7,7,8,7,NG,NG,7,NG,NG,8,8,NG,7,NG,7,7,NG,7,NG,NG
311640,NG,NG,7,10,NG,NG,NG,7,7,6,NG,6,NG,7,7,8,4,7,7,6,NG,NG,7,NG,NG,9,9,NG,6,NG,NG,7,NG,7,NG,NG
313582,5,NG,7,6,NG,6,NG,6,NG,7,NG,6,NG,7,6,6,6,6,7,7,NG,6,NG,7,NG,6,6,NG,6,NG,5,5,NG,8,NG,NG
311605,NG,NG,7,9,NG,NG,NG,8,8,8,NG,6,NG,8,6,7,5,7,9,6,NG,NG,8,NG,NG,9,8,NG,7,NG,7,8,NG,6,NG,NG
311980,NG,NG,8,7,NG,NG,NG,7,6,7,NG,6,NG,7,7,7,6,7,7,6,NG,NG,6,NG,NG,7,8,NG,6,NG,5,6,NG,7,NG,NG
312584,NG,NG,9,9,NG,NG,NG,8,NG,6,NG,7,NG,8,6,7,5,8,9,7,NG,NG,7,NG,NG,7,8,NG,8,NG,6,7,NG,6,NG,NG
312518,NG,NG,7,7,NG,NG,NG,7,6,8,NG,7,NG,7,8,8,6,6,6,8,NG,NG,7,NG,NG,8,9,NG,6,NG,6,6,NG,9,NG,NG
310220,NG,NG,NG,NG,NG,NG,NG,7,NG,6,NG,NG,NG,NG,7,NG,NG,NG,6,4,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,5,NG,NG,NG,NG
311665,NG,NG,5,7,NG,NG,NG,5,5,NG,NG,6,NG,6,6,6,4,NG,7,5,NG,NG,6,NG,NG,7,NG,NG,6,NG,5,6,NG,5,NG,NG
311590,NG,NG,4,6,NG,NG,NG,5,5,NG,NG,5,NG,6,5,4,3,NG,6,4,NG,NG,6,NG,NG,6,NG,NG,4,NG,NG,6,NG,5,NG,NG
312087,NG,NG,7,10,NG,NG,NG,8,8,8,NG,8,NG,9,10,9,6,8,9,8,NG,NG,9,NG,NG,10,9,NG,8,NG,8,8,NG,9,NG,NG
313511,7,NG,7,7,NG,7,NG,6,NG,6,NG,6,NG,7,5,5,7,6,7,7,NG,7,NG,6,NG,6,8,NG,6,NG,NG,4,NG,6,NG,NG
312696,NG,NG,7,8,NG,NG,NG,7,7,10,NG,7,NG,6,7,6,6,6,7,6,NG,NG,8,NG,NG,8,8,NG,6,NG,7,7,NG,8,NG,NG
311087,NG,NG,NG,NG,NG,NG,NG,7,NG,6,NG,NG,NG,NG,6,NG,NG,NG,9,7,NG,NG,7,NG,NG,NG,NG,NG,7,NG,NG,7,NG,NG,NG,NG
311543,NG,NG,NG,NG,NG,NG,NG,6,NG,6,NG,NG,NG,NG,6,NG,NG,NG,7,7,NG,NG,6,NG,NG,NG,NG,NG,5,NG,NG,6,NG,NG,NG,NG
310506,NG,NG,NG,NG,NG,NG,NG,7,NG,8,NG,NG,NG,NG,7,NG,NG,NG,8,8,NG,NG,7,NG,NG,NG,NG,NG,7,NG,NG,7,NG,NG,NG,NG
313057,8,6,7,9,8,7,7,7,7,8,8,7,NG,7,7,8,5,6,6,7,6,7,7,7,NG,8,9,NG,6,8,7,6,NG,8,NG,9
313203,6,7,6,8,7,6,7,7,7,8,8,8,NG,7,8,8,6,6,8,7,6,7,8,7,NG,9,8,NG,6,7,8,8,NG,8,7,7
310452,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,7,NG,NG,NG,8,7,NG,NG,8,NG,NG,NG,NG,NG,7,NG,NG,7,NG,NG,NG,NG
313619,5,NG,6,6,NG,6,NG,6,NG,6,NG,5,NG,5,3,NG,4,5,6,6,NG,NG,NG,4,NG,5,6,NG,4,NG,NG,4,NG,6,NG,NG
311588,NG,NG,7,7,NG,NG,NG,7,6,8,NG,7,NG,6,8,8,5,5,6,8,NG,NG,7,NG,NG,8,8,NG,5,NG,6,6,NG,9,NG,NG
310525,NG,NG,NG,NG,NG,NG,NG,6,NG,4,NG,NG,NG,NG,5,NG,NG,NG,7,5,NG,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,5,NG,NG,NG,NG
312897,5,7,7,7,7,6,6,6,6,7,6,6,NG,7,7,7,6,6,8,7,7,6,6,7,NG,7,6,NG,6,7,6,6,NG,7,6,5
313422,5,NG,5,6,NG,7,NG,5,4,NG,NG,6,NG,7,7,7,5,NG,8,6,NG,7,6,6,NG,7,NG,NG,6,NG,5,7,NG,5,NG,NG
313404,10,7,9,10,9,10,9,9,10,9,8,8,NG,9,8,9,7,8,10,8,8,10,10,9,NG,10,10,NG,9,10,8,9,NG,9,8,9
313463,7,7,7,8,8,7,7,7,6,8,8,8,NG,7,9,8,6,6,7,7,6,7,8,8,NG,9,8,NG,6,7,7,7,NG,8,7,6
310098,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,7,NG,NG,NG,7,7,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,5,NG,NG,NG,NG
310500,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,9,NG,NG,NG,10,7,NG,NG,9,NG,NG,NG,NG,NG,NG,NG,NG,9,NG,NG,NG,NG
310382,NG,NG,NG,NG,NG,NG,NG,8,NG,7,NG,NG,NG,NG,6,NG,NG,NG,10,6,NG,NG,8,NG,NG,NG,NG,NG,7,NG,NG,8,NG,NG,NG,NG
311824,NG,NG,8,10,NG,NG,NG,8,8,10,NG,9,NG,8,8,8,6,7,9,8,NG,NG,10,NG,NG,10,9,NG,7,NG,9,9,NG,9,NG,NG
310592,NG,NG,NG,NG,NG,NG,NG,9,NG,9,NG,NG,NG,NG,8,NG,NG,NG,10,10,NG,NG,8,NG,NG,NG,NG,NG,9,NG,NG,8,NG,NG,NG,NG
313233,6,6,7,7,8,7,6,6,6,6,6,6,NG,7,6,7,5,6,7,6,6,7,6,6,NG,7,7,NG,6,8,5,6,NG,6,NG,7
311031,NG,NG,NG,NG,NG,NG,NG,6,NG,6,NG,NG,NG,NG,8,NG,NG,NG,8,7,NG,NG,6,NG,NG,NG,NG,NG,7,NG,NG,6,NG,NG,NG,NG
313794,6,NG,6,9,NG,7,NG,7,7,8,NG,7,NG,6,7,6,4,6,7,5,NG,6,8,6,NG,9,6,NG,6,NG,7,8,NG,7,NG,NG
310125,NG,NG,NG,NG,NG,NG,NG,7,NG,8,NG,NG,NG,NG,9,NG,NG,NG,6,5,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,NG,NG,NG,NG,NG
313055,8,8,8,9,9,8,7,8,8,8,7,8,NG,9,9,9,6,8,10,8,7,10,9,9,NG,10,9,NG,8,10,8,8,NG,8,8,8
310169,NG,NG,NG,NG,NG,NG,NG,4,NG,NG,NG,NG,NG,NG,6,NG,NG,NG,5,5,NG,NG,NG,NG,NG,NG,NG,NG,4,NG,NG,5,NG,NG,NG,NG
310110,NG,NG,NG,NG,NG,NG,NG,6,NG,8,NG,NG,NG,NG,5,NG,NG,NG,8,7,NG,NG,7,NG,NG,NG,NG,NG,6,NG,NG,7,NG,NG,NG,NG
313171,4,NG,5,6,NG,5,NG,5,4,NG,NG,6,NG,6,7,7,4,5,6,6,NG,NG,6,6,NG,7,NG,NG,5,NG,6,6,NG,6,NG,NG
313069,6,NG,6,6,NG,5,NG,6,5,7,NG,7,NG,6,7,7,5,6,6,7,NG,NG,6,7,NG,8,7,NG,5,NG,6,6,NG,8,NG,NG
310758,NG,NG,NG,NG,NG,NG,NG,7,NG,6,NG,NG,NG,NG,6,NG,NG,NG,8,7,NG,NG,6,NG,NG,NG,NG,NG,7,NG,NG,6,NG,NG,NG,NG
311991,NG,NG,10,9,NG,NG,NG,8,8,9,NG,9,NG,9,8,7,8,8,9,9,NG,NG,7,NG,NG,8,9,NG,8,NG,8,8,NG,8,NG,NG
312629,NG,NG,6,7,NG,NG,NG,5,NG,NG,NG,5,NG,5,3,NG,5,5,6,5,NG,NG,NG,NG,NG,5,NG,NG,5,NG,NG,5,NG,6,NG,NG
312106,NG,NG,7,7,NG,NG,NG,7,NG,6,NG,6,NG,7,7,7,6,6,7,7,NG,NG,NG,NG,NG,7,8,NG,6,NG,6,5,NG,7,NG,NG
312314,NG,NG,6,7,NG,NG,NG,6,NG,6,NG,6,NG,6,7,7,4,6,6,6,NG,NG,NG,NG,NG,7,8,NG,5,NG,5,5,NG,7,NG,NG
310862,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,7,NG,NG,NG,6,8,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,5,NG,NG,NG,NG
310912,NG,NG,NG,NG,NG,NG,NG,6,NG,7,NG,NG,NG,NG,7,NG,NG,NG,5,6,NG,NG,6,NG,NG,NG,NG,NG,5,NG,NG,6,NG,NG,NG,NG
313318,6,8,7,7,9,8,7,7,6,7,8,8,NG,8,9,9,6,8,9,8,6,8,8,9,NG,9,8,NG,7,9,7,8,NG,8,8,6
312264,NG,NG,7,8,NG,NG,NG,7,7,7,NG,7,NG,9,8,9,6,8,9,8,NG,NG,7,NG,NG,8,7,NG,7,NG,7,8,NG,7,NG,NG
313431,4,NG,5,6,NG,6,NG,5,NG,NG,NG,5,NG,6,4,5,4,NG,6,6,NG,NG,NG,5,NG,6,NG,NG,5,NG,NG,5,NG,5,NG,NG
313285,6,7,6,7,7,7,5,6,5,6,6,7,NG,7,7,8,4,7,7,6,5,7,6,7,NG,8,7,NG,6,8,6,6,NG,6,NG,6
313344,8,5,8,10,8,8,9,7,8,10,9,7,NG,6,7,6,7,6,7,7,8,7,7,6,NG,8,9,NG,7,NG,7,7,NG,8,7,7
313163,5,NG,6,6,NG,5,NG,6,4,7,NG,7,NG,6,7,7,5,5,6,7,NG,NG,6,7,NG,8,8,NG,5,NG,6,6,NG,9,NG,NG
312916,6,7,7,8,7,7,7,7,7,7,7,7,NG,7,7,6,6,7,8,7,7,7,7,6,NG,8,7,NG,7,7,7,7,NG,7,6,7
311455,NG,NG,NG,NG,NG,NG,NG,7,NG,8,NG,NG,NG,NG,6,NG,NG,NG,9,6,NG,NG,7,NG,NG,NG,NG,NG,7,NG,NG,8,NG,NG,NG,NG
310970,NG,NG,NG,NG,NG,NG,NG,7,NG,7,NG,NG,NG,NG,8,NG,NG,NG,6,7,NG,NG,NG,NG,NG,NG,NG,NG,7,NG,NG,5,NG,NG,NG,NG
311893,NG,NG,7,9,NG,NG,NG,8,8,10,NG,8,NG,8,9,9,7,7,8,8,NG,NG,10,NG,NG,10,10,NG,7,NG,9,10,NG,9,NG,NG
312836,6,NG,6,6,NG,6,NG,6,NG,5,NG,5,NG,6,5,5,4,5,6,5,NG,NG,NG,5,NG,6,6,NG,5,NG,NG,4,NG,6,NG,NG
310840,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,NG,NG,NG,NG,6,NG,NG,NG,5,6,NG,NG,NG,NG,NG,NG,NG,NG,5,NG,NG,5,NG,NG,NG,NG
310469,NG,NG,NG,NG,NG,NG,NG,8,NG,6,NG,NG,NG,NG,7,NG,NG,NG,8,6,NG,NG,7,NG,NG,NG,NG,NG,7,NG,NG,7,NG,NG,NG,NG
310750,NG,NG,NG,NG,NG,NG,NG,9,NG,9,NG,NG,NG,NG,7,NG,NG,NG,8,7,NG,NG,9,NG,NG,NG,NG,NG,8,NG,NG,8,NG,NG,NG,NG
311865,NG,NG,9,9,NG,NG,NG,8,8,8,NG,8,NG,9,7,7,7,8,10,8,NG,NG,8,NG,NG,8,7,NG,8,NG,8,9,NG,7,NG,NG
313661,6,6,7,7,8,6,7,7,6,8,8,7,NG,7,7,7,6,6,6,8,6,7,6,6,NG,7,8,NG,6,6,6,6,NG,8,6,7
311379,NG,NG,NG,NG,NG,NG,NG,9,NG,9,NG,NG,NG,NG,9,NG,NG,NG,10,9,NG,NG,9,NG,NG,NG,NG,NG,8,NG,NG,10,NG,NG,NG,NG
312793,5,NG,6,6,NG,4,NG,5,5,NG,NG,6,NG,5,7,7,5,4,5,6,NG,NG,6,6,NG,7,NG,NG,5,NG,6,6,NG,7,NG,NG
310547,NG,NG,NG,NG,NG,NG,NG,7,NG,9,NG,NG,NG,NG,6,NG,NG,NG,8,7,NG,NG,8,NG,NG,NG,NG,NG,6,NG,NG,7,NG,NG,NG,NG
310798,NG,NG,NG,NG,NG,NG,NG,6,NG,5,NG,NG,NG,NG,NG,NG,NG,NG,6,8,NG,NG,NG,NG,NG,NG,NG,NG,6,NG,NG,4,NG,NG,NG,NG
